6e3a9180-8c92-413e-b2f0-1f45371c6d19,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030248.206-20230112051507585_CCSCI_837P_011223_1990675.837
6f1ef002-37aa-4dd8-b586-fe0802ce182e,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030249.088-20230302051506012_CCSCI_837P_030223_2012032.837
40dc723e-349a-48f1-931e-2ad11ccd9f57,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030249.977-20230222051505721_CCSCI_837P_022223_2008290.837
45a0db81-e1ef-42b8-8865-ffff50837142,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030250.756-20240625051506173_CCSCI_837P_062524_2214196.837
fb61559f-edab-4ab8-a334-4b658f74fa11,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030313.609-20240227051507662_CCSCI_837P_022724_2160203.837
8b59f55b-8cc1-4629-a749-ed2a033e87e2,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030301.693-20241214051507976_CCSCI_837P_121424_2289865.837
f42ec7a5-487b-4469-9e17-145a674cc583,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030257.036-20250223051506641_CCSCI_837P_022325_2319351.837
13a37741-3a9d-4fa3-ae29-2d323d18acae,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030315.308-20241223051507409_CCSCI_837P_122324_2293226.837
8e50d199-0586-4116-befd-887fd8db11f0,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030327.681-20241231051507573_CCSCI_837P_123124_2295608.837
56045dcd-2296-4206-a092-445053909a73,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030308.281-20231230051508705_CCSCI_837P_123023_2135924.837
28e94fea-cdc7-4a4c-b01e-3a7202049b0c,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030326.691-20230309051505978_CCSCI_837P_030923_2015061.837
92708d82-0337-4d64-87b9-8d9cb88ae58d,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030309.887-20250213051506536_CCSCI_837P_021325_2314792.837
381556a7-70f1-443b-b9c0-f5c07f84f519,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030312.505-20230603051509189_CCSCI_837P_060323_2051302.837
86c6d459-a5cd-468d-b53a-fb749f5c2cec,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030258.705-20230805051512809_CCSCI_837P_080523_2076433.837
7305ef7a-0d94-49e9-95ea-7116e10978b2,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030257.664-20230214051505046_CCSCI_837P_021423_2004782.837
3ccfb2eb-e682-4ef1-b51f-4ffaa377d3bf,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030251.758-20230901051512061_CCSCI_837P_090123_2087641.837
94b646f1-0306-4a79-9e30-def46e8e9067,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030300.844-20250428051507510_CCSCI_837P_042825_2349161.837
fed18c90-bc94-4551-a186-cbc1ed9d6ed1,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030317.631-20240214051508374_CCSCI_837P_021424_2153782.837
13d6c993-9a00-4045-a8cb-080302f91e80,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030319.058-20230308051506227_CCSCI_837P_030823_2014396.837
04fad70e-d36d-42d9-87b6-6dfab4d87903,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030255.335-20240110051505305_CCSCI_837P_011024_2139269.837
4ed636a0-d55d-4344-85ba-cb43ee29e3c2,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030314.458-20240406051508018_CCSCI_837P_040624_2179127.837
434e01a9-c2b6-4185-bfad-177e75c5a214,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030304.845-20240113051511109_CCSCI_837P_011324_2140912.837
a26fcb54-1da6-4b25-9866-a3e4baa0b404,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030320.781-20230801051506828_CCSCI_837P_080123_2074331.837
0c2626a4-a9d2-4379-a548-28bb0a755828,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030319.904-20240507051507284_CCSCI_837P_050724_2193845.837
cb39a040-f454-41df-89dc-078d53260e7c,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030328.281-20240307051506691_CCSCI_837P_030724_2165223.837
10d4bba9-1ce7-4ae2-815c-e95843a65b99,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030321.690-20250304051505432_CCSCI_837P_030425_2322995.837
7a740c97-c413-4203-b077-4fbdfa2fe555,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030324.263-20230109051507458_CCSCI_837P_010923_1989043.837
07172054-a458-47d1-8dba-147f495ba7ac,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030316.062-20230612051506464_CCSCI_837P_061223_2054146.837
1fc5be83-c715-400d-ae05-f1bf9bdad6ba,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030326.130-20230215051506192_CCSCI_837P_021523_2005263.837
0cb55b1b-ce30-4052-9c26-ddf360bef5cc,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030310.762-20230718051507385_CCSCI_837P_071823_2068078.837
8c6d1390-ac43-43dd-9c7f-1b275cf99b46,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030322.515-20231212051510141_CCSCI_837P_121223_2128824.837
b8f29b5b-4f0f-4280-bcc5-4ee2e3cb5848,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030302.523-20231128051507980_CCSCI_837P_112823_2122894.837
bddf624b-1ad8-43e1-9338-010f81dbb6b5,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030256.089-20240828051503970_CCSCI_837P_082824_2241732.837
644d1de0-647b-4ec7-b230-41cd751158ef,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030325.462-20240621051505671_CCSCI_837P_062124_2213075.837
54a36d16-99bd-4b25-8933-f3bb2eb397e0,inbound/claim_edi/epic/epic-ccs-il/20250517/20250517T030318.348-20240930051502986_CCSCI_837P_093024_2255645.837
